year,state,unit,unit_evs,had_popular_vote,candidate,party,on_ballot,raw_votes,evs_awarded,total_evs,evs_to_win,source_url
1940,KS,KS,9,True,Wendell Willkie,Republican,True,489169,9,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,KY,KY,11,True,Franklin D. Roosevelt,Democratic,True,557222,11,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,KY,KY,11,True,Norman Thomas,,True,1014,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,KY,KY,11,True,Other,,True,1443,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,KY,KY,11,True,Wendell Willkie,Republican,True,410384,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,LA,LA,10,True,Franklin D. Roosevelt,Democratic,True,319751,10,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,LA,LA,10,True,Other,,True,108,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,LA,LA,10,True,Wendell Willkie,Republican,True,52446,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MA,MA,17,True,Franklin D. Roosevelt,Democratic,True,1076522,17,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MA,MA,17,True,Norman Thomas,,True,4091,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MA,MA,17,True,Other,,True,6680,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MA,MA,17,True,Wendell Willkie,Republican,True,939700,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MD,MD,8,True,Franklin D. Roosevelt,Democratic,True,384546,8,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MD,MD,8,True,Norman Thomas,,True,4093,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MD,MD,8,True,Other,,True,1944,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MD,MD,8,True,Wendell Willkie,Republican,True,269534,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ME,ME-AL,5,True,Franklin D. Roosevelt,Democratic,True,156478,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ME,ME-AL,5,True,Other,,True,411,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ME,ME-AL,5,True,Wendell Willkie,Republican,True,163951,5,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MI,MI,19,True,Franklin D. Roosevelt,Democratic,True,1032991,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MI,MI,19,True,Norman Thomas,,True,7593,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MI,MI,19,True,Other,,True,5428,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MI,MI,19,True,Wendell Willkie,Republican,True,1039917,19,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MN,MN,11,True,Franklin D. Roosevelt,Democratic,True,644196,11,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MN,MN,11,True,Norman Thomas,,True,5454,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MN,MN,11,True,Other,,True,5264,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MN,MN,11,True,Wendell Willkie,Republican,True,596274,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MO,MO,15,True,Franklin D. Roosevelt,Democratic,True,958476,15,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MO,MO,15,True,Norman Thomas,,True,2226,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MO,MO,15,True,Other,,True,2018,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MO,MO,15,True,Wendell Willkie,Republican,True,871009,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MS,MS,9,True,Franklin D. Roosevelt,Democratic,True,168267,9,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MS,MS,9,True,Norman Thomas,,True,193,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MS,MS,9,True,Wendell Willkie,Republican,True,7364,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MT,MT,4,True,Franklin D. Roosevelt,Democratic,True,145698,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MT,MT,4,True,Norman Thomas,,True,1443,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MT,MT,4,True,Other,,True,1153,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,MT,MT,4,True,Wendell Willkie,Republican,True,99579,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NC,NC,13,True,Franklin D. Roosevelt,Democratic,True,609015,13,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NC,NC,13,True,Wendell Willkie,Republican,True,213633,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ND,ND,4,True,Franklin D. Roosevelt,Democratic,True,124036,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ND,ND,4,True,Norman Thomas,,True,1279,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ND,ND,4,True,Other,,True,870,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,ND,ND,4,True,Wendell Willkie,Republican,True,154590,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NE,NE-AL,7,True,Franklin D. Roosevelt,Democratic,True,263677,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NE,NE-AL,7,True,Wendell Willkie,Republican,True,352201,7,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NH,NH,4,True,Franklin D. Roosevelt,Democratic,True,125292,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NH,NH,4,True,Wendell Willkie,Republican,True,110127,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NJ,NJ,16,True,Franklin D. Roosevelt,Democratic,True,1016404,16,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NJ,NJ,16,True,Norman Thomas,,True,2823,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NJ,NJ,16,True,Other,,True,10111,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NJ,NJ,16,True,Wendell Willkie,Republican,True,944876,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NM,NM,3,True,Franklin D. Roosevelt,Democratic,True,103699,3,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NM,NM,3,True,Norman Thomas,,True,144,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NM,NM,3,True,Other,,True,100,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NM,NM,3,True,Wendell Willkie,Republican,True,79315,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NV,NV,3,True,Franklin D. Roosevelt,Democratic,True,31945,3,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NV,NV,3,True,Wendell Willkie,Republican,True,21229,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NY,NY,47,True,Franklin D. Roosevelt,Democratic,True,3251918,47,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NY,NY,47,True,Norman Thomas,,True,18950,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NY,NY,47,True,Other,,True,3250,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,NY,NY,47,True,Wendell Willkie,Republican,True,3027478,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OH,OH,26,True,Franklin D. Roosevelt,Democratic,True,1733139,26,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OH,OH,26,True,Wendell Willkie,Republican,True,1586773,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OK,OK,11,True,Franklin D. Roosevelt,Democratic,True,474313,11,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OK,OK,11,True,Other,,True,3027,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OK,OK,11,True,Wendell Willkie,Republican,True,348872,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OR,OR,5,True,Franklin D. Roosevelt,Democratic,True,258415,5,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OR,OR,5,True,Norman Thomas,,True,398,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OR,OR,5,True,Other,,True,2872,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,OR,OR,5,True,Wendell Willkie,Republican,True,219555,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,PA,PA,36,True,Franklin D. Roosevelt,Democratic,True,2171035,36,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,PA,PA,36,True,Norman Thomas,,True,10967,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,PA,PA,36,True,Other,,True,6864,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,PA,PA,36,True,Wendell Willkie,Republican,True,1889848,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,RI,RI,4,True,Franklin D. Roosevelt,Democratic,True,182182,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,RI,RI,4,True,Other,,True,313,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,RI,RI,4,True,Wendell Willkie,Republican,True,138653,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,SC,SC,8,True,Franklin D. Roosevelt,Democratic,True,95470,8,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,SC,SC,8,True,Other,,True,2,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,SC,SC,8,True,Wendell Willkie,Republican,True,4360,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,SD,SD,4,True,Franklin D. Roosevelt,Democratic,True,131362,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,SD,SD,4,True,Wendell Willkie,Republican,True,177065,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TN,TN,11,True,Franklin D. Roosevelt,Democratic,True,351601,11,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TN,TN,11,True,Norman Thomas,,True,463,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TN,TN,11,True,Other,,True,1606,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TN,TN,11,True,Wendell Willkie,Republican,True,169153,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TX,TX,23,True,Franklin D. Roosevelt,Democratic,True,909974,23,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TX,TX,23,True,Norman Thomas,,True,728,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TX,TX,23,True,Other,,True,1137,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,TX,TX,23,True,Wendell Willkie,Republican,True,212692,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,UT,UT,4,True,Franklin D. Roosevelt,Democratic,True,154277,4,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,UT,UT,4,True,Norman Thomas,,True,200,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,UT,UT,4,True,Other,,True,191,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,UT,UT,4,True,Wendell Willkie,Republican,True,93151,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VA,VA,11,True,Franklin D. Roosevelt,Democratic,True,235961,11,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VA,VA,11,True,Norman Thomas,,True,282,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VA,VA,11,True,Other,,True,1001,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VA,VA,11,True,Wendell Willkie,Republican,True,109363,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VT,VT,3,True,Franklin D. Roosevelt,Democratic,True,64269,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VT,VT,3,True,Other,,True,422,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,VT,VT,3,True,Wendell Willkie,Republican,True,78371,3,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WA,WA,8,True,Franklin D. Roosevelt,Democratic,True,462145,8,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WA,WA,8,True,Norman Thomas,,True,4586,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WA,WA,8,True,Other,,True,4979,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WA,WA,8,True,Wendell Willkie,Republican,True,322123,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WI,WI,12,True,Franklin D. Roosevelt,Democratic,True,704821,12,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WI,WI,12,True,Norman Thomas,,True,15071,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WI,WI,12,True,Other,,True,6424,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WI,WI,12,True,Wendell Willkie,Republican,True,679206,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WV,WV,8,True,Franklin D. Roosevelt,Democratic,True,495662,8,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WV,WV,8,True,Wendell Willkie,Republican,True,372414,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WY,WY,3,True,Franklin D. Roosevelt,Democratic,True,59287,3,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WY,WY,3,True,Norman Thomas,,True,148,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WY,WY,3,True,Other,,True,172,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1940,WY,WY,3,True,Wendell Willkie,Republican,True,52633,0,531,266,https://en.wikipedia.org/wiki/1940_United_States_presidential_election
1944,AL,AL,11,True,Franklin D. Roosevelt,Democratic,True,198918,11,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AL,AL,11,True,Norman Thomas,,True,190,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AL,AL,11,True,Other,,True,1095,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AL,AL,11,True,Thomas E. Dewey,Republican,True,44540,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AR,AR,9,True,Franklin D. Roosevelt,Democratic,True,148965,9,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AR,AR,9,True,Norman Thomas,,True,438,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AR,AR,9,True,Thomas E. Dewey,Republican,True,63551,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AZ,AZ,4,True,Franklin D. Roosevelt,Democratic,True,80926,4,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AZ,AZ,4,True,Other,,True,421,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,AZ,AZ,4,True,Thomas E. Dewey,Republican,True,56287,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CA,CA,25,True,Franklin D. Roosevelt,Democratic,True,1988564,25,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CA,CA,25,True,Norman Thomas,,True,2515,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CA,CA,25,True,Other,,True,16831,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CA,CA,25,True,Thomas E. Dewey,Republican,True,1512965,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CO,CO,6,True,Franklin D. Roosevelt,Democratic,True,234331,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CO,CO,6,True,Norman Thomas,,True,1977,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CO,CO,6,True,Thomas E. Dewey,Republican,True,268731,6,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CT,CT,8,True,Franklin D. Roosevelt,Democratic,True,435146,8,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CT,CT,8,True,Norman Thomas,,True,5097,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CT,CT,8,True,Other,,True,1220,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,CT,CT,8,True,Thomas E. Dewey,Republican,True,390527,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,DE,DE,3,True,Franklin D. Roosevelt,Democratic,True,68166,3,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,DE,DE,3,True,Norman Thomas,,True,154,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,DE,DE,3,True,Other,,True,294,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,DE,DE,3,True,Thomas E. Dewey,Republican,True,56747,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,FL,FL,8,True,Franklin D. Roosevelt,Democratic,True,339377,8,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,FL,FL,8,True,Thomas E. Dewey,Republican,True,143215,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,GA,GA,12,True,Franklin D. Roosevelt,Democratic,True,268187,12,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,GA,GA,12,True,Norman Thomas,,True,6,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,GA,GA,12,True,Other,,True,36,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,GA,GA,12,True,Thomas E. Dewey,Republican,True,59880,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IA,IA,10,True,Franklin D. Roosevelt,Democratic,True,499876,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IA,IA,10,True,Norman Thomas,,True,1511,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IA,IA,10,True,Other,,True,3945,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IA,IA,10,True,Thomas E. Dewey,Republican,True,547267,10,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ID,ID,4,True,Franklin D. Roosevelt,Democratic,True,107399,4,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ID,ID,4,True,Norman Thomas,,True,282,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ID,ID,4,True,Other,,True,503,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ID,ID,4,True,Thomas E. Dewey,Republican,True,100137,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IL,IL,28,True,Franklin D. Roosevelt,Democratic,True,2079479,28,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IL,IL,28,True,Norman Thomas,,True,180,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IL,IL,28,True,Other,,True,17088,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IL,IL,28,True,Thomas E. Dewey,Republican,True,1939314,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IN,IN,13,True,Franklin D. Roosevelt,Democratic,True,781403,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IN,IN,13,True,Norman Thomas,,True,2223,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IN,IN,13,True,Other,,True,12574,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,IN,IN,13,True,Thomas E. Dewey,Republican,True,875891,13,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KS,KS,8,True,Franklin D. Roosevelt,Democratic,True,287458,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KS,KS,8,True,Norman Thomas,,True,1613,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KS,KS,8,True,Other,,True,2609,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KS,KS,8,True,Thomas E. Dewey,Republican,True,442096,8,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KY,KY,11,True,Franklin D. Roosevelt,Democratic,True,472589,11,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KY,KY,11,True,Norman Thomas,,True,535,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KY,KY,11,True,Other,,True,2349,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,KY,KY,11,True,Thomas E. Dewey,Republican,True,392448,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,LA,LA,10,True,Franklin D. Roosevelt,Democratic,True,281564,10,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,LA,LA,10,True,Other,,True,69,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,LA,LA,10,True,Thomas E. Dewey,Republican,True,67750,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MA,MA,16,True,Franklin D. Roosevelt,Democratic,True,1035296,16,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MA,MA,16,True,Other,,True,4019,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MA,MA,16,True,Thomas E. Dewey,Republican,True,921350,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MD,MD,8,True,Franklin D. Roosevelt,Democratic,True,315490,8,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MD,MD,8,True,Thomas E. Dewey,Republican,True,292949,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ME,ME-AL,5,True,Franklin D. Roosevelt,Democratic,True,140631,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ME,ME-AL,5,True,Other,,True,335,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ME,ME-AL,5,True,Thomas E. Dewey,Republican,True,155434,5,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MI,MI,19,True,Franklin D. Roosevelt,Democratic,True,1106899,19,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MI,MI,19,True,Norman Thomas,,True,4598,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MI,MI,19,True,Other,,True,9303,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MI,MI,19,True,Thomas E. Dewey,Republican,True,1084423,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MN,MN,11,True,Franklin D. Roosevelt,Democratic,True,589864,11,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MN,MN,11,True,Norman Thomas,,True,5073,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MN,MN,11,True,Other,,True,3176,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MN,MN,11,True,Thomas E. Dewey,Republican,True,527416,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MO,MO,15,True,Franklin D. Roosevelt,Democratic,True,807804,15,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MO,MO,15,True,Norman Thomas,,True,1751,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MO,MO,15,True,Other,,True,1395,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MO,MO,15,True,Thomas E. Dewey,Republican,True,761524,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MS,MS,9,True,Franklin D. Roosevelt,Democratic,True,168479,9,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MS,MS,9,True,Thomas E. Dewey,Republican,True,11601,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MT,MT,4,True,Franklin D. Roosevelt,Democratic,True,112556,4,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MT,MT,4,True,Norman Thomas,,True,1296,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MT,MT,4,True,Other,,True,340,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,MT,MT,4,True,Thomas E. Dewey,Republican,True,93163,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NC,NC,14,True,Franklin D. Roosevelt,Democratic,True,527399,14,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NC,NC,14,True,Thomas E. Dewey,Republican,True,263155,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ND,ND,4,True,Franklin D. Roosevelt,Democratic,True,100144,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ND,ND,4,True,Norman Thomas,,True,943,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ND,ND,4,True,Other,,True,549,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,ND,ND,4,True,Thomas E. Dewey,Republican,True,118535,4,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NE,NE-AL,6,True,Franklin D. Roosevelt,Democratic,True,233246,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NE,NE-AL,6,True,Thomas E. Dewey,Republican,True,329880,6,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NH,NH,4,True,Franklin D. Roosevelt,Democratic,True,119663,4,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NH,NH,4,True,Norman Thomas,,True,46,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NH,NH,4,True,Thomas E. Dewey,Republican,True,109916,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NJ,NJ,16,True,Franklin D. Roosevelt,Democratic,True,987874,16,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
1944,NJ,NJ,16,True,Norman Thomas,,True,3358,0,531,266,https://en.wikipedia.org/wiki/1944_United_States_presidential_election
